0.0324868451155342,5.005371072016643,22,0,0,0
0.042441232762673566,5.254962375252812,42,0,0,0
0.04220980757293606,5.027127553333706,22,0,0,0
0.045806984847482274,5.076675375841949,38,0,0,0
0.04227978397720095,5.083371471028112,25,0,0,0
0.04626399581902896,5.19726200650759,42,0,0,0
0.03897273118708121,5.110649330068696,31,0,0,0
0.040902115913450734,5.44506461326564,59,0,0,0
0.04394084520312264,5.223545495986621,57,0,0,0
0.04430380158897057,5.180830023415313,62,0,0,0
0.039385057583243184,5.3332011844632605,33,0,0,0
0.04507591598902976,5.092860371557371,49,0,0,0
0.03934411035505472,5.317624714555462,38,0,0,0
0.03438607108186139,5.39229133206764,48,0,0,0
0.04694197297200246,5.159606530277107,86,0,0,0
0.04436193894275546,4.960558774816741,36,0,0,0
0.04223418476101015,5.015977102141346,39,0,0,0
0.033093525179856115,4.954875904432829,31,0,0,0
0.0429857164873914,5.01736008250307,42,0,0,0
0.04614429576493309,5.127907224312906,31,0,0,0
0.03975945181465306,5.333250947134978,44,0,0,0
0.03859940533330457,5.432517766853403,61,0,0,0
0.04766209650466126,5.016030547171697,66,0,0,0
0.04574363525581473,5.201450530469906,79,0,0,0
0.04116101355340414,5.102382278272425,63,0,0,0
0.046822725078207124,5.062754485270953,59,0,0,0
0.04552871475455389,5.0721536873029365,42,0,0,0
0.046479225012962117,5.211365129705177,66,0,0,0
0.04680530989033157,5.102329874812368,78,0,0,0
0.0432134923952614,5.09334865555649,60,0,0,0
0.04281737183269027,5.149192787617915,55,0,0,0
0.0453406477280611,5.052648962523139,35,0,0,0
0.04713907190196953,5.204536483802449,63,0,0,0
0.047711998869645084,5.152515359193634,69,0,0,0
0.045669793248092005,5.229532176067655,54,0,0,0
0.0497318209094723,5.0827175909127424,50,0,0,0
0.04489560745200199,5.144395829406188,68,0,0,0
0.0509885048349287,5.028681826859841,51,0,0,0
0.04571170695196584,5.107878209656833,56,0,0,0
0.04330600076122515,5.298269305866922,57,0,0,0
0.04228361099850067,4.971174406238416,32,0,0,0
0.04210885504203253,5.243749289786925,47,0,0,0
0.04751466936017119,5.12297519443025,35,0,0,0
0.04383520339427822,4.9762132336523575,43,0,0,0
0.03999721815559809,5.339400218401672,40,0,0,0
0.04111048628170598,5.3701295633429575,40,0,0,0
0.04433884333992241,5.123729452038641,55,0,0,0
0.04472298615518416,5.19672706596146,39,0,0,0
0.04831182076819087,5.038504255555808,66,0,0,0
0.04464712737607859,5.277084977233326,56,0,0,0
0.04111842022208752,5.0651117418775495,56,0,0,0
0.04017897091722595,4.694962034389905,55,0,0,0
0.04257425742574258,4.639777358873617,19,0,0,0
0.050894399191335385,5.156939697654174,27,0,0,0
0.04257425742574258,4.639777358873617,19,0,0,0
0.03924566768603466,4.682647916297714,33,0,0,0
0.0407014157014157,4.675177626160279,30,0,0,0
0.04124525916561315,4.659138929851455,31,0,0,0
0.04129793510324484,4.654898812764024,32,0,0,0
0.0407014157014157,4.678011815161805,30,0,0,0
0.047135547298475924,5.211834761263503,60,0,0,0
0.04778233692215075,5.042912816508648,58,0,0,0
0.04895424437425143,5.326655934249189,70,0,0,0
0.04391346930238348,5.069728080284278,61,0,0,0
0.04497330864590306,5.1693427224493425,74,0,0,0
0.04825700615174299,4.659894073893495,28,0,0,0
0.043423921521678406,5.020128420799137,56,0,0,0
0.045621828008672836,5.154628407613577,90,0,0,0
0.04965127962087863,5.00714824905477,67,0,0,0
0.044355944225047295,5.035529597081715,58,0,0,0
0.04322876594933534,5.099426749677477,43,0,0,0
